Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1953/2/21,33,37,29,0.05,,
1953/2/22,34,42,26,0,,
1953/2/23,43,56,34,0.02,,
1953/2/24,47,49,43,0.36,,
1953/2/25,44,47,41,0.52,,
1953/2/26,46,53,41,0,,
1953/2/27,50,55,46,0,,
1953/2/28,54,65,48,0.1,,
1953/3/1,56,65,49,0,,
1953/3/2,49,55,43,0,,
1953/3/3,44,53,38,0,,
1953/3/4,44,50,39,0,,
1953/3/5,45,56,39,0,,
1953/3/6,48,62,38,0,,
1953/3/7,49,59,41,0,,
1953/3/8,46,60,37,0,,
1953/3/9,54,71,42,0,,
1953/3/10,55,66,42,0.04,,
1953/3/11,45,51,41,0.28,,
1953/3/12,46,54,43,0,,
1953/3/13,44,54,37,0,,
1953/3/14,45,54,40,0,,
1953/3/15,42,44,41,0.18,,
1953/3/16,45,55,40,0.01,,
1953/3/17,47,58,39,0,,
1953/3/18,50,56,44,0.04,,
1953/3/19,54,56,53,0.87,,
1953/3/20,52,58,46,0.02,,
1953/3/21,47,54,40,0,,
1953/3/22,49,60,43,0,,
1953/3/23,53,69,44,0,,
1953/3/24,60,74,50,0,,
1953/3/25,50,63,38,0,,
1953/3/26,40,43,36,0.02,,
1953/3/27,36,38,33,1.09,,
1953/3/28,40,51,32,0.23,,
1953/3/29,45,56,36,0,,
1953/3/30,51,62,43,0,,
1953/3/31,49,60,42,0,,
1953/4/1,53,66,45,0,,
1953/4/2,58,71,50,0,,
1953/4/3,58,69,51,0,,
1953/4/4,56,65,50,0,,
1953/4/5,57,67,52,0.01,,
1953/4/6,54,62,47,0,,
1953/4/7,55,65,46,0,,
1953/4/8,61,74,52,0,,
1953/4/9,56,61,51,0.19,,
1953/4/10,57,66,50,0,,
1953/4/11,48,56,43,0.06,,
1953/4/12,47,59,39,0,,
1953/4/13,49,57,43,0,,
1953/4/14,51,61,43,0,,
1953/4/15,54,60,50,0.02,,
1953/4/16,53,65,45,0,,
1953/4/17,52,61,45,0,,
1953/4/18,54,66,46,0,,
1953/4/19,57,72,47,0,,
1953/4/20,59,69,53,0,,
1953/4/21,55,65,48,0,,
1953/4/22,58,69,50,0,,
1953/4/23,61,76,50,0,,
1953/4/24,63,77,52,0,,
1953/4/25,67,82,56,0,,
1953/4/26,72,89,63,0,,
1953/4/27,74,90,64,0,,
1953/4/28,78,93,67,0,,
1953/4/29,63,67,56,0.84,,
1953/4/30,59,70,53,0,,
1953/5/1,60,70,54,0,,
1953/5/2,59,71,52,0,,
1953/5/3,60,72,51,0,,
1953/5/4,66,80,57,0,,
1953/5/5,70,83,62,0,,
1953/5/6,70,87,61,0,,
1953/5/7,64,74,59,0,,
1953/5/8,67,85,56,0,,
1953/5/9,76,94,65,0,,
1953/5/10,78,93,69,0,,
1953/5/11,74,81,69,0.08,,
1953/5/12,73,89,66,0,,
1953/5/13,65,73,60,0,,
1953/5/14,67,85,56,0,,
1953/5/15,71,83,61,0,,
1953/5/16,74,87,65,0,,
1953/5/17,72,82,65,0,,
1953/5/18,68,78,63,0,,
1953/5/19,72,81,66,0,,
1953/5/20,73,83,69,0,,
1953/5/21,73,82,68,1.28,,
1953/5/22,72,80,68,0,,
1953/5/23,71,82,64,0,,
1953/5/24,72,88,62,0,,
1953/5/25,77,93,66,0,,
1953/5/26,79,92,69,0,,
1953/5/27,74,84,67,0,,
1953/5/28,73,87,63,0,,
1953/5/29,72,82,64,0,,
1953/5/30,72,84,68,0.01,,
1953/5/31,76,86,69,0.02,,
1953/6/1,74,83,68,0,,
1953/6/2,76,92,65,0,,
1953/6/3,80,93,72,0,,
1953/6/4,70,79,66,0.36,,
1953/6/5,70,78,65,0,,
1953/6/6,74,85,67,0,,
1953/6/7,73,88,64,0,,
1953/6/8,76,92,66,0,,
1953/6/9,73,84,64,0.15,,
1953/6/10,72,83,63,0.18,,
1953/6/11,77,89,69,0.04,,
1953/6/12,77,90,69,0,,
1953/6/13,78,86,72,0,,
1953/6/14,76,88,71,0,,
1953/6/15,77,89,68,0,,
1953/6/16,83,95,74,0,,
1953/6/17,86,96,80,0,,
1953/6/18,87,98,81,0,,
1953/6/19,84,99,73,0.96,,
1953/6/20,81,93,75,3.47,,
1953/6/21,80,90,76,0.06,,
1953/6/22,73,82,67,0.75,,
1953/6/23,74,87,66,0,,
1953/6/24,79,89,72,0.03,,
1953/6/25,80,90,74,0.26,,
1953/6/26,77,82,74,0.19,,
1953/6/27,71,75,69,5.24,,
1953/6/28,75,86,68,0,,
1953/6/29,76,83,73,0,,
1953/6/30,76,85,71,0,,
1953/7/1,76,82,71,0,,
1953/7/2,83,93,76,0,,
1953/7/3,85,96,79,0,,
1953/7/4,85,93,81,0,,
1953/7/5,83,91,79,0.21,,
1953/7/6,81,84,78,0.38,,
1953/7/7,83,90,80,0,,
1953/7/8,84,92,80,0,,
1953/7/9,85,94,80,0,,
1953/7/10,87,96,82,0.01,,
1953/7/11,84,94,82,0.04,,
1953/7/12,85,93,80,0,,
1953/7/13,86,96,80,0,,
1953/7/14,88,96,83,0,,
1953/7/15,84,98,79,0.08,,
1953/7/16,80,92,77,1.4,,
1953/7/17,83,96,78,0.29,,
1953/7/18,81,91,77,0.21,,
1953/7/19,81,86,78,0.26,,
1953/7/20,81,85,79,0.06,,
1953/7/21,81,90,78,0.04,,
1953/7/22,79,87,78,1.67,,
1953/7/23,84,95,79,0.09,,
1953/7/24,86,96,81,0,,
1953/7/25,86,97,81,0.16,,
1953/7/26,87,94,83,0,,
1953/7/27,87,96,83,0,,
1953/7/28,87,99,79,0,,
1953/7/29,88,100,81,0,,
1953/7/30,89,100,82,0,,
1953/7/31,87,96,81,0,,
1953/8/1,85,94,79,0,,
1953/8/2,86,97,79,0,,
1953/8/3,85,98,79,0,,
1953/8/4,84,98,78,0,,
1953/8/5,81,92,76,0.98,,
1953/8/6,80,94,76,0.22,,
1953/8/7,80,92,76,0.65,,
1953/8/8,83,93,78,0.05,,
1953/8/9,85,96,78,0,,
1953/8/10,87,96,81,0,,
1953/8/11,87,97,81,0,,
1953/8/12,87,98,82,0,,
1953/8/13,88,99,82,0,,
1953/8/14,87,98,81,0,,
1953/8/15,85,94,79,0,,
1953/8/16,84,94,78,0.01,,
1953/8/17,82,89,79,0.11,,
1953/8/18,85,96,80,0,,
1953/8/19,86,97,81,0,,
1953/8/20,87,99,80,0,,
1953/8/21,86,97,80,0,,
1953/8/22,87,100,80,0,,
1953/8/23,89,103,81,0,,
1953/8/24,90,103,83,0,,
1953/8/25,90,103,83,0,,
1953/8/26,90,102,83,0,,
1953/8/27,77,85,73,0,,
1953/8/28,76,87,70,0,,
1953/8/29,79,89,72,0,,
1953/8/30,77,88,69,0,,
1953/8/31,78,85,72,0,,
1953/9/1,76,88,69,0,,
1953/9/2,82,94,74,0.03,,
1953/9/3,76,82,72,2.84,,
1953/9/4,74,81,71,0,,
1953/9/5,74,81,69,0,,
1953/9/6,71,73,67,0.08,,
1953/9/7,71,79,66,0,,
1953/9/8,73,85,64,0,,
1953/9/9,75,85,69,0,,
1953/9/10,74,85,69,0,,
1953/9/11,74,80,71,0.02,,
1953/9/12,72,77,69,0,,
1953/9/13,67,75,63,0,,
1953/9/14,68,80,60,0,,
1953/9/15,70,80,61,0,,
1953/9/16,72,79,68,0,,
1953/9/17,73,78,69,0,,
1953/9/18,72,80,69,0.01,,
1953/9/19,73,78,69,0,,
1953/9/20,73,77,70,0.01,,
1953/9/21,68,75,63,0.82,,
1953/9/22,66,69,63,1.2,,
1953/9/23,69,78,63,0,,
1953/9/24,71,80,64,0,,
1953/9/25,73,84,66,0,,
1953/9/26,75,86,67,0,,
1953/9/27,72,83,66,0,,
1953/9/28,67,73,65,0.01,,
1953/9/29,68,80,60,0,,
1953/9/30,68,78,64,0,,
1953/10/1,67,77,60,0,,
1953/10/2,70,81,61,0,,
1953/10/3,69,77,65,0,,
1953/10/4,69,80,63,0,,
1953/10/5,70,81,61,0,,
1953/10/6,65,69,60,0.41,,
1953/10/7,68,78,60,0.14,,
1953/10/8,69,80,62,0,,
1953/10/9,71,83,65,0,,
1953/10/10,69,81,59,0,,
1953/10/11,71,82,64,0,,
1953/10/12,70,84,62,0,,
1953/10/13,69,81,61,0,,
1953/10/14,69,80,64,0,,
1953/10/15,67,77,62,0,,
1953/10/16,64,70,60,0.09,,
1953/10/17,67,78,61,0,,
1953/10/18,69,78,62,0,,
1953/10/19,66,75,58,0.18,,
1953/10/20,58,68,51,0.07,,
1953/10/21,58,69,50,0,,
1953/10/22,63,72,57,0,,
1953/10/23,63,75,57,0,,
1953/10/24,63,76,53,0,,
1953/10/25,65,76,57,0,,
1953/10/26,62,65,58,0.09,,
1953/10/27,61,65,58,0.32,,
1953/10/28,62,72,55,0,,
1953/10/29,61,69,54,0.02,,
1953/10/30,62,66,59,0.26,,
1953/10/31,55,59,51,0.25,,
1953/11/1,54,57,51,0.12,,
1953/11/2,54,60,51,0.03,,
1953/11/3,57,67,51,0,,
1953/11/4,62,69,58,0,,
1953/11/5,61,63,58,0.02,,
1953/11/6,57,60,53,0,,
1953/11/7,57,64,51,0.13,,
1953/11/8,58,61,56,0.02,,
1953/11/9,54,57,50,0.16,,
1953/11/10,48,55,42,0.14,,
1953/11/11,45,54,37,0,,
1953/11/12,49,52,46,0,,
1953/11/13,50,60,45,0,,
1953/11/14,53,63,43,0,,
1953/11/15,56,59,52,0.44,,
1953/11/16,53,56,48,0.03,,
1953/11/17,48,53,42,0.09,,
1953/11/18,39,44,34,0,,
1953/11/19,36,44,30,0,,
1953/11/20,42,53,35,0,,
1953/11/21,48,59,43,0,,
1953/11/22,48,57,42,0,,
1953/11/23,51,62,43,0,,
1953/11/24,54,58,50,0.01,,
1953/11/25,56,61,51,0,,
1953/11/26,49,55,44,0,,
1953/11/27,45,54,39,0,,
1953/11/28,46,55,37,0,,
1953/11/29,54,67,45,0,,
1953/11/30,61,75,49,0,,
1953/12/1,57,62,53,0.01,,
1953/12/2,45,54,38,0.29,,
1953/12/3,38,42,35,0,,
1953/12/4,40,47,34,0,,
1953/12/5,40,46,36,0,,
1953/12/6,39,42,35,0.16,,
1953/12/7,37,46,30,0,,
1953/12/8,41,43,40,0.02,,
1953/12/9,41,47,35,0,,
1953/12/10,35,44,28,0,,
1953/12/11,36,48,30,0,,
1953/12/12,40,54,30,0,,
1953/12/13,46,59,37,0,,
1953/12/14,46,57,38,0,,
1953/12/15,49,58,41,0,,
1953/12/16,51,53,47,0.06,,
1953/12/17,44,47,43,0.08,,
1953/12/18,45,50,43,0,,
1953/12/19,47,56,42,0.01,,
1953/12/20,49,58,44,0,,
1953/12/21,43,46,39,0.65,,
1953/12/22,40,43,38,0.06,,
1953/12/23,40,44,36,0,,
1953/12/24,41,51,34,0,,
1953/12/25,41,48,35,0,,
1953/12/26,37,45,29,0,,
1953/12/27,38,43,35,0,,
1953/12/28,40,47,38,0.03,,
1953/12/29,42,51,36,0.01,,
1953/12/30,40,49,34,0,,
1953/12/31,38,43,34,0,,
1954/1/1,40,43,38,0.04,,
1954/1/2,43,45,41,0.01,,
1954/1/3,44,45,42,0.13,,
1954/1/4,40,43,39,0,,
1954/1/5,39,46,33,0,,
1954/1/6,42,52,36,0,,
1954/1/7,42,48,35,0,,
1954/1/8,46,48,44,0.01,,
1954/1/9,42,47,41,0.01,,
1954/1/10,39,42,36,0.15,,
1954/1/11,33,39,32,0.78,,
1954/1/12,37,39,33,0.08,,
1954/1/13,40,45,37,0.02,,
1954/1/14,41,45,38,0.04,,
1954/1/15,42,44,40,0.61,,
1954/1/16,41,44,40,0.02,,
1954/1/17,43,47,38,0.06,,
1954/1/18,44,46,43,0.07,,
1954/1/19,45,48,43,0.28,,
1954/1/20,42,45,41,0.25,,
1954/1/21,35,41,33,0.09,,
1954/1/22,30,33,29,0.31,,
1954/1/23,27,31,26,0.8,,
1954/1/24,23,30,18,0,,
1954/1/25,23,30,18,0,,
1954/1/26,23,33,15,0,,
1954/1/27,28,38,21,0,,
1954/1/28,30,40,24,0,,
1954/1/29,32,43,26,0,,
1954/1/30,38,49,29,0,,
1954/1/31,40,51,32,0,,
1954/2/1,42,56,32,0,,
1954/2/2,34,43,29,0,,
1954/2/3,31,40,25,0,,
1954/2/4,32,39,28,0,,
1954/2/5,30,38,24,0,,
1954/2/6,32,42,24,0,,
1954/2/7,37,50,29,0,,
1954/2/8,43,57,32,0,,
1954/2/9,47,63,36,0,,
1954/2/10,51,69,38,0,,
1954/2/11,55,65,49,0.04,,
1954/2/12,43,60,36,0,,
1954/2/13,35,43,33,0.39,,
1954/2/14,35,41,31,0,,
1954/2/15,40,42,38,0.69,,
1954/2/16,40,42,36,0.31,,
1954/2/17,34,41,32,0.31,,
1954/2/18,29,36,25,0,,
1954/2/19,32,40,25,0,,
1954/2/20,37,45,32,0,,
1954/2/21,39,47,35,0,,
1954/2/22,37,48,29,0,,
1954/2/23,43,58,33,0,,
1954/2/24,51,55,47,0.01,,
1954/2/25,53,57,49,0.13,,
1954/2/26,48,55,44,0.24,,
1954/2/27,38,44,36,0.61,,
1954/2/28,39,40,36,0.27,,
1954/3/1,37,40,35,0.38,,
1954/3/2,38,41,35,0.01,,
1954/3/3,39,41,36,0,,
1954/3/4,33,38,29,0.21,,
1954/3/5,33,38,28,0,,
1954/3/6,34,42,29,0,,
1954/3/7,35,42,28,0,,
1954/3/8,39,48,32,0,,
1954/3/9,43,53,34,0,,
1954/3/10,45,48,42,0.06,,
1954/3/11,43,45,40,0.07,,
1954/3/12,36,42,30,0,,
1954/3/13,36,44,29,0,,
1954/3/14,42,53,33,0,,
1954/3/15,46,57,38,0,,
1954/3/16,49,60,39,0,,
1954/3/17,53,68,41,0,,
1954/3/18,60,76,48,0,,
1954/3/19,50,68,44,0,,
1954/3/20,45,55,37,0,,
1954/3/21,46,57,39,0,,
1954/3/22,49,62,37,0,,
1954/3/23,54,69,44,0,,
1954/3/24,56,67,47,0,,
1954/3/25,61,81,45,0,,
1954/3/26,67,83,54,0,,
1954/3/27,49,75,44,0.78,,
1954/3/28,45,51,41,0,,
1954/3/29,47,58,36,0,,
1954/3/30,51,65,43,0,,
1954/3/31,57,72,45,0,,
1954/4/1,60,68,56,0,,
1954/4/2,63,74,52,0,,
1954/4/3,55,64,52,0.03,,
1954/4/4,57,69,49,0,,
1954/4/5,63,73,53,0,,
1954/4/6,64,73,57,0,,
1954/4/7,54,65,49,0.13,,
1954/4/8,53,63,44,0,,
1954/4/9,53,61,47,0,,
1954/4/10,58,65,54,0.01,,
1954/4/11,55,59,53,0.61,,
1954/4/12,59,72,48,0,,
1954/4/13,66,78,54,0,,
1954/4/14,66,76,61,0.01,,
1954/4/15,59,63,56,0.02,,
1954/4/16,61,69,57,0.1,,
1954/4/17,59,64,56,0.03,,
1954/4/18,59,68,49,0,,
1954/4/19,51,63,48,0,,
1954/4/20,52,64,43,0,,
1954/4/21,55,63,50,0,,
1954/4/22,56,67,45,0,,
1954/4/23,61,74,50,0,,
1954/4/24,60,67,57,0.5,,
1954/4/25,58,61,56,0.91,,
1954/4/26,50,56,46,1.26,,
1954/4/27,53,64,45,0.06,,
1954/4/28,56,65,45,0,,
1954/4/29,64,75,54,0,,
1954/4/30,66,81,53,0,,
1954/5/1,73,84,66,0,,
1954/5/2,72,79,66,0,,
1954/5/3,66,78,54,0,,
1954/5/4,65,75,55,0,,
1954/5/5,59,67,55,0.63,,
1954/5/6,59,61,58,0.07,,
1954/5/7,63,69,58,0,,
1954/5/8,64,67,61,0.83,,
1954/5/9,65,72,61,0.06,,
1954/5/10,64,76,54,0,,
1954/5/11,68,79,60,0,,
1954/5/12,67,72,62,0.91,,
1954/5/13,74,81,68,0,,
1954/5/14,62,76,57,0.61,,
1954/5/15,60,66,56,0.02,,
1954/5/16,60,68,55,0.02,,
1954/5/17,65,76,56,0,,
1954/5/18,70,75,65,0.04,,
1954/5/19,74,81,70,0.11,,
1954/5/20,71,78,68,1.88,,
1954/5/21,66,71,64,0.19,,
1954/5/22,69,79,60,0,,
1954/5/23,69,74,65,0,,
1954/5/24,67,73,65,1.15,,
1954/5/25,65,73,60,0,,
1954/5/26,66,75,57,0,,
1954/5/27,64,70,60,0.03,,
1954/5/28,69,77,64,0,,
1954/5/29,71,79,65,0,,
1954/5/30,71,80,64,0,,
1954/5/31,68,73,66,0.03,,
1954/6/1,60,67,58,0.2,,
1954/6/2,69,80,59,0,,
1954/6/3,75,85,65,0,,
1954/6/4,79,90,70,0,,
1954/6/5,71,82,68,1.87,,
1954/6/6,74,83,66,0,,
1954/6/7,75,82,67,0,,
1954/6/8,71,76,68,1.33,,
1954/6/9,72,81,69,0.01,,
1954/6/10,75,84,67,0,,
1954/6/11,76,82,69,0,,
1954/6/12,73,80,68,0,,
1954/6/13,67,72,64,1.02,,
1954/6/14,70,78,64,0.05,,
1954/6/15,72,79,67,0,,
1954/6/16,67,72,66,0.02,,
1954/6/17,68,73,64,0.01,,
1954/6/18,69,72,67,0.01,,
1954/6/19,74,86,69,0.62,,
1954/6/20,80,89,71,0,,
1954/6/21,80,86,74,0,,
1954/6/22,75,81,70,0,,
1954/6/23,74,80,68,0,,
1954/6/24,71,75,68,2.62,,
1954/6/25,69,73,67,1.33,,
1954/6/26,69,75,65,0,,
1954/6/27,69,73,67,0.02,,
1954/6/28,69,74,68,0.82,,
1954/6/29,74,85,67,0.28,,
1954/6/30,81,90,72,0,,
1954/7/1,75,83,72,0.58,,
1954/7/2,73,74,69,4.69,,
1954/7/3,77,84,73,0.06,,
1954/7/4,81,84,78,0,,
1954/7/5,76,79,72,2.98,,
1954/7/6,79,85,75,0.31,,
1954/7/7,76,83,71,0.41,,
1954/7/8,77,83,71,0,,
1954/7/9,78,83,74,0.15,,
1954/7/10,77,82,74,0.03,,
1954/7/11,76,80,74,0.47,,
1954/7/12,72,76,71,0.01,,
1954/7/13,72,78,69,0,,
1954/7/14,73,78,68,0,,
1954/7/15,78,84,73,0,,
1954/7/16,80,83,76,0.22,,
1954/7/17,77,82,74,0.58,,
1954/7/18,78,84,71,0.47,,
1954/7/19,77,80,75,0.05,,
1954/7/20,79,83,76,0.01,,
1954/7/21,75,82,72,2.3,,
1954/7/22,76,82,72,3.57,,
1954/7/23,77,83,74,0.17,,
1954/7/24,80,88,74,0,,
1954/7/25,82,90,76,0,,
1954/7/26,81,87,77,0,,
1954/7/27,79,84,74,2.33,,
1954/7/28,79,85,76,0.03,,
1954/7/29,74,79,72,0.06,,
1954/7/30,74,81,71,0,,
1954/7/31,74,80,68,0,,
1954/8/1,76,81,70,0,,
1954/8/2,76,81,72,0,,
1954/8/3,80,88,73,0,,
1954/8/4,84,93,78,0,,
1954/8/5,84,91,80,0,,
1954/8/6,87,96,81,0,,
1954/8/7,88,96,81,0,,
1954/8/8,87,96,81,0,,
1954/8/9,84,94,77,0,,
1954/8/10,85,95,78,0.49,,
1954/8/11,87,97,81,0,,
1954/8/12,89,97,82,0,,
1954/8/13,89,97,83,0,,
1954/8/14,89,98,82,0,,
1954/8/15,84,91,81,0,,
1954/8/16,85,93,79,0,,
1954/8/17,83,91,77,0,,
1954/8/18,82,92,75,0,,
1954/8/19,75,82,71,2.77,,
1954/8/20,74,77,72,0.16,,
1954/8/21,76,80,73,0.06,,
1954/8/22,78,85,73,0,,
1954/8/23,82,91,76,0,,
1954/8/24,81,89,77,0,,
1954/8/25,80,87,76,0.09,,
1954/8/26,84,93,77,0,,
1954/8/27,85,92,77,0,,
1954/8/28,84,91,79,0,,
1954/8/29,83,92,77,0,,
1954/8/30,83,92,78,0,,
1954/8/31,84,92,79,0,,
1954/9/1,87,96,80,0,,
1954/9/2,82,92,79,0.05,,
1954/9/3,83,90,78,0,,
1954/9/4,83,92,78,0,,
1954/9/5,81,89,77,0,,
1954/9/6,83,92,77,0,,
1954/9/7,78,84,74,0,,
1954/9/8,73,83,67,0,,
1954/9/9,75,85,68,0,,
1954/9/10,77,87,71,0,,
1954/9/11,77,83,73,0,,
1954/9/12,76,85,68,0,,
1954/9/13,75,83,69,0,,
1954/9/14,76,87,67,0,,
1954/9/15,77,90,69,0,,
1954/9/16,79,90,69,0,,
1954/9/17,77,86,70,0,,
1954/9/18,74,82,68,0.01,,
1954/9/19,73,84,64,0,,
1954/9/20,76,87,67,0,,
1954/9/21,77,88,69,0,,
1954/9/22,75,85,70,0,,
1954/9/23,74,84,69,0,,
1954/9/24,69,77,59,0.73,,
1954/9/25,63,73,58,1.76,,
1954/9/26,66,75,60,0,,
1954/9/27,66,75,60,0.09,,
1954/9/28,63,72,55,0.02,,
1954/9/29,66,76,59,0,,
1954/9/30,71,77,66,0,,
1954/10/1,69,74,67,0.38,,
1954/10/2,70,74,66,0.26,,
1954/10/3,61,71,56,0,,
1954/10/4,61,67,54,0.09,,
1954/10/5,72,85,63,0,,
1954/10/6,67,77,64,0.06,,
1954/10/7,61,64,59,0.15,,
1954/10/8,58,62,54,0.13,,
1954/10/9,56,61,54,0.21,,
1954/10/10,57,65,54,0,,
1954/10/11,59,67,53,0,,
1954/10/12,60,69,53,0,,
1954/10/13,59,68,50,0,,
1954/10/14,59,68,54,0,,
1954/10/15,62,72,53,0,,
1954/10/16,63,72,56,0,,
1954/10/17,64,74,57,0,,
1954/10/18,62,71,55,0,,
1954/10/19,62,72,56,0,,
1954/10/20,64,74,57,0,,
1954/10/21,64,76,56,0,,
1954/10/22,63,73,57,0,,
1954/10/23,63,73,57,0,,
1954/10/24,63,74,56,0,,
1954/10/25,64,74,57,0,,
1954/10/26,65,76,58,0,,
1954/10/27,64,71,59,0,,
1954/10/28,63,68,60,0,,
1954/10/29,60,63,58,0,,
1954/10/30,61,70,56,0.01,,
1954/10/31,61,75,51,0,,
1954/11/1,63,75,56,0,,
1954/11/2,55,65,48,0,,
1954/11/3,59,70,49,0,,
1954/11/4,61,71,51,0,,
1954/11/5,62,72,56,0,,
1954/11/6,62,71,56,0,,
1954/11/7,63,69,56,0,,
1954/11/8,65,76,57,0,,
1954/11/9,67,77,59,0,,
1954/11/10,66,78,57,0,,
1954/11/11,63,72,56,0,,
1954/11/12,60,66,54,0.02,,
1954/11/13,60,63,59,0.12,,
1954/11/14,55,62,52,0.09,,
1954/11/15,54,62,48,0.02,,
1954/11/16,54,61,52,0,,
1954/11/17,48,56,42,0,,
1954/11/18,47,58,39,0,,
1954/11/19,50,61,43,0.02,,
1954/11/20,51,66,40,0,,
1954/11/21,54,69,43,0,,
1954/11/22,57,71,46,0,,
1954/11/23,60,71,51,0,,
1954/11/24,54,64,51,0,,
1954/11/25,48,51,46,0,,
1954/11/26,51,58,47,0.14,,
1954/11/27,50,53,48,0.1,,
1954/11/28,54,60,48,0.01,,
1954/11/29,50,59,45,0.02,,
1954/11/30,46,48,44,0.03,,
1954/12/1,39,47,33,0.1,,
1954/12/2,33,36,30,0,,
1954/12/3,34,41,30,0,,
1954/12/4,34,37,32,0.22,,
1954/12/5,33,37,30,0.08,,
1954/12/6,44,47,36,0.75,,
1954/12/7,40,47,38,0.57,,
1954/12/8,37,40,36,0.15,,
1954/12/9,33,36,30,0,,
1954/12/10,29,35,25,0,,
1954/12/11,31,38,27,0,,
1954/12/12,29,38,24,0,,
1954/12/13,33,44,25,0,,
1954/12/14,31,37,27,0,,
1954/12/15,32,42,22,0,,
1954/12/16,37,47,29,0,,
1954/12/17,38,49,32,0,,
1954/12/18,40,47,35,0,,
1954/12/19,39,48,30,0,,
1954/12/20,40,50,33,0,,
1954/12/21,44,57,35,0,,
1954/12/22,46,60,35,0,,
1954/12/23,45,47,43,0,,
1954/12/24,42,45,40,0,,
1954/12/25,36,40,33,0.06,,
1954/12/26,32,34,31,0.15,,
1954/12/27,31,33,30,0.37,,
1954/12/28,32,33,30,0.7,,
1954/12/29,29,30,27,0.89,,
1954/12/30,28,30,26,0.48,,
1954/12/31,27,29,26,0.62,,
1955/1/1,30,31,29,0.41,,
1955/1/2,27,29,26,0,,
1955/1/3,26,29,23,0.04,,
1955/1/4,25,28,24,0.22,,
1955/1/5,20,27,14,0,,
1955/1/6,17,28,7,0,,
1955/1/7,21,31,13,0,,
1955/1/8,26,34,22,0,,
1955/1/9,21,28,18,0.04,,
1955/1/10,16,25,10,0,,
1955/1/11,18,30,9,0,,
1955/1/12,22,35,14,0,,
1955/1/13,30,40,20,0,,
1955/1/14,30,38,25,0,,
1955/1/15,26,33,23,0,,
1955/1/16,19,29,11,0,,
1955/1/17,26,35,19,0,,
1955/1/18,27,38,18,0,,
1955/1/19,34,44,27,0,,
1955/1/20,33,39,28,0,,
1955/1/21,34,45,25,0,,
1955/1/22,39,52,31,0,,
1955/1/23,41,50,33,0,,
1955/1/24,41,44,36,0.01,,
1955/1/25,40,42,38,0.44,,
1955/1/26,35,42,31,0,,
1955/1/27,34,38,30,0,,
1955/1/28,39,49,33,0,,
1955/1/29,43,55,35,0,,
1955/1/30,41,46,37,0,,
1955/1/31,40,51,30,0,,
1955/2/1,48,61,38,0,,
1955/2/2,49,61,42,0,,
1955/2/3,41,49,35,0,,
1955/2/4,45,58,34,0,,
1955/2/5,49,55,43,0,,
1955/2/6,43,48,42,0.72,,
1955/2/7,42,43,40,0.27,,
1955/2/8,43,49,38,0,,
1955/2/9,45,52,41,0.11,,
1955/2/10,39,46,32,0.28,,
1955/2/11,31,35,27,0.01,,
1955/2/12,29,30,28,0.13,,
1955/2/13,31,34,29,0,,
1955/2/14,39,52,31,0,,
1955/2/15,45,57,37,0,,
1955/2/16,47,59,38,0,,
1955/2/17,49,54,46,0.23,,
1955/2/18,46,53,39,0.01,,
1955/2/19,38,49,33,0.37,,
1955/2/20,28,36,22,0,,
1955/2/21,34,45,26,0,,
1955/2/22,40,54,29,0,,
1955/2/23,49,63,37,0,,
1955/2/24,53,68,44,0,,
1955/2/25,54,67,45,0,,
1955/2/26,52,60,49,0.21,,
1955/2/27,52,65,46,0.02,,
1955/2/28,43,49,40,0.17,,
1955/3/1,45,51,41,0.34,,
1955/3/2,47,49,46,0,,
1955/3/3,47,48,46,0.66,,
1955/3/4,41,47,34,0.48,,
1955/3/5,38,46,32,0.16,,
1955/3/6,45,59,37,0.01,,
1955/3/7,50,57,47,0,,
1955/3/8,43,48,40,0.78,,
1955/3/9,40,47,34,0.15,,
1955/3/10,45,56,36,0,,
1955/3/11,52,66,40,0,,
1955/3/12,46,59,36,0.07,,
1955/3/13,39,47,33,0,,
1955/3/14,40,43,36,0.01,,
1955/3/15,48,64,36,0,,
1955/3/16,61,76,48,0,,
1955/3/17,66,82,60,0,,
1955/3/18,45,62,41,0,,
1955/3/19,38,42,35,0.28,,
1955/3/20,41,43,38,0.07,,
1955/3/21,42,45,40,0.43,,
1955/3/22,40,42,40,0.07,,
1955/3/23,43,50,35,0,,
1955/3/24,44,55,36,0,,
1955/3/25,45,50,41,0.01,,
1955/3/26,42,47,37,0,,
1955/3/27,42,45,40,0.02,,
1955/3/28,46,53,40,0.01,,
1955/3/29,46,51,44,0.55,,
1955/3/30,45,50,41,0.56,,
1955/3/31,45,49,42,0.01,,
1955/4/1,48,53,45,0,,
1955/4/2,50,58,47,0,,
1955/4/3,54,68,45,0,,
1955/4/4,54,65,45,0,,
1955/4/5,58,72,47,0,,
1955/4/6,61,75,49,0,,
1955/4/7,66,79,54,0,,
1955/4/8,69,83,59,0,,
1955/4/9,70,85,62,0,,
1955/4/10,65,80,51,0,,
1955/4/11,74,90,60,0,,
1955/4/12,78,92,67,0,,
1955/4/13,75,86,68,0,,
1955/4/14,63,71,59,0.01,,
1955/4/15,61,69,56,0.13,,
1955/4/16,63,66,60,1.12,,
1955/4/17,51,60,48,0.19,,
